epoch,accuracy,loss,val_accuracy,val_loss
36,0.9522998332977295,0.30029022693634033,0.9083969593048096,0.35480353236198425
37,0.9540033936500549,0.3029114007949829,0.9312977194786072,0.3159295320510864
38,0.9522998332977295,0.29515528678894043,0.9465649127960205,0.3170793950557709
39,0.9514480233192444,0.2989371418952942,0.9312977194786072,0.32705187797546387
40,0.9599659442901611,0.29081857204437256,0.9312977194786072,0.32358500361442566
41,0.9531516432762146,0.2926958203315735,0.9389312863349915,0.31451648473739624
42,0.9608176946640015,0.2953460216522217,0.9465649127960205,0.31825900077819824
43,0.9701873660087585,0.2808835804462433,0.9312977194786072,0.3185555338859558
44,0.9676320552825928,0.2795219421386719,0.9389312863349915,0.3122710585594177
45,0.9650766849517822,0.2787664234638214,0.9389312863349915,0.31408488750457764
46,0.9642248749732971,0.27954092621803284,0.9389312863349915,0.33870425820350647
47,0.963373064994812,0.2823980748653412,0.9389312863349915,0.3042168915271759
48,0.9684838056564331,0.27560150623321533,0.9465649127960205,0.30532020330429077
49,0.9684838056564331,0.282467782497406,0.9312977194786072,0.32055941224098206
50,0.9727427363395691,0.2702111005783081,0.9312977194786072,0.3284040689468384
51,0.9752981066703796,0.269256055355072,0.9465649127960205,0.30246102809906006
52,0.9676320552825928,0.2721013128757477,0.9312977194786072,0.3088914155960083
53,0.9761499166488647,0.26929229497909546,0.9312977194786072,0.3176184892654419
54,0.9710391759872437,0.27068835496902466,0.9312977194786072,0.31793469190597534
55,0.9710391759872437,0.2713935375213623,0.9389312863349915,0.2991008758544922
56,0.9727427363395691,0.26235431432724,0.9312977194786072,0.30688926577568054
57,0.9787052869796753,0.25916755199432373,0.9312977194786072,0.3181677460670471
58,0.9718909859657288,0.26309430599212646,0.9465649127960205,0.304271399974823
59,0.9804088473320007,0.2569293975830078,0.9389312863349915,0.3130244016647339
60,0.9735945463180542,0.2587779760360718,0.9312977194786072,0.3282611668109894
61,0.9821124076843262,0.2587321698665619,0.9465649127960205,0.2960793077945709
62,0.9855195879936218,0.2509125769138336,0.9465649127960205,0.2996360957622528
63,0.9804088473320007,0.25276461243629456,0.9465649127960205,0.3053878843784332
64,0.9778534770011902,0.25978055596351624,0.9389312863349915,0.31343257427215576
65,0.9778534770011902,0.25415515899658203,0.9465649127960205,0.2863062024116516
66,0.9795570969581604,0.25187233090400696,0.9465649127960205,0.29686418175697327
67,0.9795570969581604,0.24780520796775818,0.9465649127960205,0.29262563586235046
68,0.9846677780151367,0.24320240318775177,0.9465649127960205,0.30359673500061035
69,0.9838160276412964,0.24612866342067719,0.9618320465087891,0.3098266124725342
70,0.9846677780151367,0.2451850026845932,0.9541984796524048,0.30205848813056946
71,0.9829642176628113,0.24219121038913727,0.9541984796524048,0.2881924510002136
72,0.9897785186767578,0.23752735555171967,0.9541984796524048,0.2812863886356354
73,0.9889267683029175,0.23902484774589539,0.9541984796524048,0.2825275957584381
74,0.9829642176628113,0.2426229566335678,0.9541984796524048,0.2968020737171173
75,0.9855195879936218,0.24189667403697968,0.9694656729698181,0.27404898405075073
76,0.9855195879936218,0.23978093266487122,0.9541984796524048,0.31118813157081604
77,0.9880749583244324,0.2369663119316101,0.9618320465087891,0.2666861116886139
78,0.9897785186767578,0.23329323530197144,0.9694656729698181,0.2714445888996124
79,0.9863713979721069,0.23548540472984314,0.9541984796524048,0.29190483689308167
80,0.9872231483459473,0.23360081017017365,0.9465649127960205,0.2904543876647949
81,0.9880749583244324,0.23702818155288696,0.9389312863349915,0.3072793483734131
82,0.9855195879936218,0.2364773005247116,0.9618320465087891,0.2846093475818634
83,0.9838160276412964,0.24107295274734497,0.9465649127960205,0.28134942054748535
84,0.991482138633728,0.22933782637119293,0.9618320465087891,0.27312609553337097
85,0.9923338890075684,0.22918155789375305,0.9465649127960205,0.27935346961021423
86,0.9889267683029175,0.23044706881046295,0.9541984796524048,0.28465941548347473
87,0.9846677780151367,0.23261436820030212,0.9312977194786072,0.3077673017978668
88,0.9906303286552429,0.22647744417190552,0.9618320465087891,0.2729591429233551
89,0.9940374493598938,0.2228475660085678,0.9618320465087891,0.27922531962394714
90,0.9940374493598938,0.22210556268692017,0.9541984796524048,0.2830805778503418
91,0.9897785186767578,0.22632896900177002,0.9541984796524048,0.29685065150260925
92,0.9931856989860535,0.22610466182231903,0.9618320465087891,0.27582162618637085
93,0.9906303286552429,0.22614401578903198,0.9541984796524048,0.27673593163490295
94,0.9872231483459473,0.22727635502815247,0.9618320465087891,0.27633267641067505
95,0.9838160276412964,0.23287995159626007,0.9465649127960205,0.3065617084503174
96,0.9940374493598938,0.22282253205776215,0.9541984796524048,0.27979180216789246
97,0.9923338890075684,0.22368578612804413,0.9618320465087891,0.27186453342437744
98,0.9965928196907043,0.22066091001033783,0.9618320465087891,0.2823963761329651
99,0.9923338890075684,0.22149860858917236,0.9618320465087891,0.28041011095046997
100,0.9948892593383789,0.21695661544799805,0.9541984796524048,0.2784961760044098
101,0.9948892593383789,0.21929310262203217,0.9465649127960205,0.28811609745025635
102,0.9923338890075684,0.2175167351961136,0.9465649127960205,0.28962698578834534
103,0.9923338890075684,0.21761344373226166,0.9541984796524048,0.28544721007347107
104,0.9948892593383789,0.2188829928636551,0.9618320465087891,0.2791177034378052
105,0.9965928196907043,0.21667896211147308,0.9541984796524048,0.28009095788002014
106,0.9931856989860535,0.22203926742076874,0.9618320465087891,0.28227245807647705
107,0.9940374493598938,0.21726155281066895,0.9465649127960205,0.2815141975879669
108,0.995741069316864,0.21647928655147552,0.9618320465087891,0.2718949317932129
109,0.9965928196907043,0.21558290719985962,0.9465649127960205,0.2816217541694641
110,0.9940374493598938,0.21498361229896545,0.9541984796524048,0.28501665592193604
111,0.995741069316864,0.2142641693353653,0.9694656729698181,0.27191483974456787
112,0.995741069316864,0.21343806385993958,0.9541984796524048,0.2740549147129059
113,0.9931856989860535,0.21650710701942444,0.9465649127960205,0.2715122699737549
114,0.9948892593383789,0.21398602426052094,0.9465649127960205,0.2757130265235901
115,0.9948892593383789,0.2113530933856964,0.9389312863349915,0.2840713858604431
116,0.9948892593383789,0.21454738080501556,0.9389312863349915,0.2904343903064728
117,0.9982964396476746,0.21034254133701324,0.9618320465087891,0.27898359298706055
118,0.995741069316864,0.21238167583942413,0.9618320465087891,0.27796486020088196
119,0.9940374493598938,0.21619044244289398,0.9541984796524048,0.2800571918487549
120,0.9982964396476746,0.21215426921844482,0.9465649127960205,0.2884216010570526
121,0.995741069316864,0.21199986338615417,0.9389312863349915,0.2862335741519928
122,0.9982964396476746,0.21007612347602844,0.9618320465087891,0.2760375440120697
123,0.995741069316864,0.21206021308898926,0.9618320465087891,0.2750326991081238
124,0.9948892593383789,0.21173293888568878,0.9465649127960205,0.28044241666793823
125,0.9965928196907043,0.21121403574943542,0.9389312863349915,0.2860652208328247
126,0.9991481900215149,0.20842678844928741,0.9389312863349915,0.2858455777168274
127,0.995741069316864,0.20950841903686523,0.9389312863349915,0.28866127133369446
128,0.9948892593383789,0.21200597286224365,0.9465649127960205,0.2814815938472748
129,0.995741069316864,0.21435092389583588,0.9465649127960205,0.28757068514823914
130,0.9974446296691895,0.2104407101869583,0.9465649127960205,0.28236934542655945
131,0.9982964396476746,0.20845526456832886,0.9541984796524048,0.278460294008255
132,0.9982964396476746,0.21006089448928833,0.9541984796524048,0.27899014949798584
133,0.9974446296691895,0.21022626757621765,0.9541984796524048,0.2810664176940918
134,0.9991481900215149,0.2090618908405304,0.9694656729698181,0.2783536911010742
135,0.9948892593383789,0.21215447783470154,0.9465649127960205,0.28494584560394287
136,0.995741069316864,0.21328595280647278,0.9465649127960205,0.28250187635421753
137,0.9965928196907043,0.2099848985671997,0.9389312863349915,0.2856181561946869
138,0.9982964396476746,0.20859995484352112,0.9541984796524048,0.27675795555114746
139,0.9965928196907043,0.21072691679000854,0.9618320465087891,0.27511370182037354
140,0.9974446296691895,0.20908039808273315,0.9465649127960205,0.28336846828460693
141,0.9982964396476746,0.20783521234989166,0.9541984796524048,0.27985048294067383
142,0.995741069316864,0.21018125116825104,0.9618320465087891,0.27754607796669006
143,0.9965928196907043,0.2103034108877182,0.9694656729698181,0.2727574110031128
144,0.9948892593383789,0.21070805191993713,0.9694656729698181,0.2762353718280792
145,0.9965928196907043,0.2089591920375824,0.9541984796524048,0.2801869213581085
146,0.9974446296691895,0.20780609548091888,0.9465649127960205,0.2838059067726135
147,0.9974446296691895,0.20996342599391937,0.9465649127960205,0.28020989894866943
148,0.9982964396476746,0.20813992619514465,0.9618320465087891,0.2759610712528229
149,0.9974446296691895,0.20781295001506805,0.9465649127960205,0.2789357006549835
150,0.9982964396476746,0.2065631002187729,0.9465649127960205,0.2803088128566742
151,0.9982964396476746,0.20692065358161926,0.9618320465087891,0.27720749378204346
152,0.9982964396476746,0.20809805393218994,0.9618320465087891,0.2774342894554138
153,0.9965928196907043,0.20885655283927917,0.9618320465087891,0.2805333435535431
154,0.9965928196907043,0.2081228643655777,0.9541984796524048,0.27859413623809814
155,0.9991481900215149,0.2063005119562149,0.9618320465087891,0.2783896327018738
156,1.0,0.2065902203321457,0.9618320465087891,0.27762025594711304
157,0.995741069316864,0.20823147892951965,0.9465649127960205,0.2784184217453003
158,0.995741069316864,0.20880630612373352,0.9618320465087891,0.2743332087993622
159,0.9982964396476746,0.20751376450061798,0.9465649127960205,0.2786715626716614
160,0.9982964396476746,0.2071247398853302,0.9618320465087891,0.27777090668678284
161,0.9974446296691895,0.20832780003547668,0.9465649127960205,0.2866773009300232
162,0.9974446296691895,0.20681069791316986,0.9465649127960205,0.28208184242248535
163,0.9982964396476746,0.20679999887943268,0.9618320465087891,0.28117358684539795
164,0.9982964396476746,0.20653945207595825,0.9389312863349915,0.2887645661830902
165,0.9940374493598938,0.21139371395111084,0.9465649127960205,0.284816175699234
166,0.995741069316864,0.20942674577236176,0.9618320465087891,0.2785242199897766
167,0.9991481900215149,0.20669473707675934,0.9465649127960205,0.28523898124694824
168,0.9982964396476746,0.20575016736984253,0.9618320465087891,0.2838752567768097
169,0.9991481900215149,0.20661970973014832,0.9618320465087891,0.28335821628570557
170,0.9991481900215149,0.20624618232250214,0.9618320465087891,0.28205734491348267
171,0.9974446296691895,0.20711182057857513,0.9618320465087891,0.27921438217163086
172,0.9974446296691895,0.2059754878282547,0.9618320465087891,0.2827915549278259
173,0.9965928196907043,0.20698514580726624,0.9618320465087891,0.28423193097114563
174,0.9982964396476746,0.20623882114887238,0.9618320465087891,0.28343960642814636
175,0.9982964396476746,0.20629487931728363,0.9465649127960205,0.2848377227783203
176,0.9982964396476746,0.20601150393486023,0.9618320465087891,0.28352680802345276
177,0.9974446296691895,0.20664069056510925,0.9465649127960205,0.28350362181663513
178,0.9991481900215149,0.20591746270656586,0.9618320465087891,0.2802925109863281
179,0.9982964396476746,0.2053021788597107,0.9541984796524048,0.28077566623687744
180,1.0,0.20429185032844543,0.9541984796524048,0.2799040377140045
181,0.9974446296691895,0.20613260567188263,0.9541984796524048,0.28080692887306213
182,0.9991481900215149,0.2050108164548874,0.9541984796524048,0.2805071771144867
183,0.9982964396476746,0.20515717566013336,0.9465649127960205,0.28148388862609863
184,0.9991481900215149,0.20464125275611877,0.9618320465087891,0.2832365930080414
185,0.9965928196907043,0.2072450816631317,0.9618320465087891,0.28345030546188354
186,0.9974446296691895,0.20601718127727509,0.9618320465087891,0.280621200799942
187,0.9965928196907043,0.20615538954734802,0.9541984796524048,0.28380587697029114
188,0.9965928196907043,0.20776425302028656,0.9541984796524048,0.2833401560783386
189,0.9948892593383789,0.2067994773387909,0.9618320465087891,0.2806605100631714
190,0.9974446296691895,0.20782624185085297,0.9618320465087891,0.27953511476516724
191,1.0,0.20522885024547577,0.9541984796524048,0.2819983661174774
192,1.0,0.20444150269031525,0.9618320465087891,0.27756190299987793
193,0.9974446296691895,0.2067261040210724,0.9618320465087891,0.2811734676361084
194,0.9982964396476746,0.20626719295978546,0.9618320465087891,0.27563047409057617
195,0.9974446296691895,0.20514044165611267,0.9618320465087891,0.2767748534679413
196,1.0,0.20411993563175201,0.9618320465087891,0.27786099910736084
197,0.9974446296691895,0.20516929030418396,0.9618320465087891,0.278068482875824
198,0.9982964396476746,0.20475119352340698,0.9618320465087891,0.2772374451160431
199,0.9991481900215149,0.20469054579734802,0.9618320465087891,0.2773875594139099
